,County,Vote Center ID,Address,City,Latitude,Longitude
688,COLUMBIA,36040,3300 EVANS TO LOCKS ROAD,MARTINEZ,33.550803,-82.039849
689,COLUMBIA,36057,842 APPLING HARLEM ROAD,HARLEM,33.433929,-82.314622
690,COLUMBIA,36009,3425 ROSEMONT RD,APPLING,33.62305,-82.239905
691,COLUMBIA,36046,600 STEVENS CREEK ROAD,AUGUSTA,33.538176,-82.050453
692,COLUMBIA,36043,4594 COLUMBIA RD,MARTINEZ,33.506621,-82.147446
693,COLUMBIA,36041,825 NORTH BELAIR RD,EVANS,33.557682,-82.125167
694,COLUMBIA,36017,555 GIBBS ROAD,EVANS,33.534328,-82.151539
695,COLUMBIA,36033,261 FLOWING WELLS RD,MARTINEZ,33.501946,-82.108032
696,COLUMBIA,36044,4943 COLUMBIA RD,GROVETOWN,33.50734,-82.184243
697,COOK,37002,134 ROUNDTREE ST,CECIL,31.0465,-83.394095
698,COOK,37016,210 E 8TH ST,ADEL,31.132345,-83.419658
699,COOK,37019,210 E 8TH ST,ADEL,31.132345,-83.419658
700,COOK,37017,210 E 8TH ST,ADEL,31.132345,-83.419658
701,COOK,37004,700 N ELM ST,ADEL,31.142026,-83.433872
702,COOK,37006,15 E COLQUITT AVE,LENOX,31.271202,-83.463579
703,COOK,37008,2904 HWY 76,ADEL,31.079917,-83.478686
704,COOK,37010,115 E COLQUITT ST,SPARKS,31.166963,-83.436468
705,COWETA,38030,197 TEMPLE AVENUE,NEWNAN,33.385002,-84.813119
706,COWETA,38001,200 PETE RD,SHARPSBURG,33.464685,-84.648504
707,COWETA,38002,"160 MARTIN LUTHER KING, JR BLVD",NEWNAN,33.364142,-84.781659
708,COWETA,38026,135 HEERY ROAD,NEWNAN,33.373929,-84.835384
709,COWETA,38007,85 LITERARY LANE,NEWNAN,33.385675,-84.669798
710,COWETA,38005,275 PINE ROAD,NEWNAN,33.332406,-84.788161
711,COWETA,38006,4566 TOMMY LEE COOK RD,NEWNAN,33.495564,-84.793181
712,COWETA,38027,2564 HWY 154,NEWNAN,33.400415,-84.682827
713,COWETA,38010,2545 W HWY 34,NEWNAN,33.357246,-84.907372
714,COWETA,38012,3370 FISCHER ROAD,NEWNAN,33.472488,-84.663569
715,COWETA,38013,100 PARK DRIVE,GRANTVILLE,33.237581,-84.836412
716,COWETA,38028,171 MAGNOLIA STREET,HARALSON,33.227771,-84.565891
717,COWETA,38008,2970 EAST HIGHWAY 16,SHARPSBURG,33.336431,-84.691171
718,COWETA,38016,2355 N. HIGHWAY 29,NEWNAN,33.435315,-84.750614
719,COWETA,38009,85 COUNTRY CLUB ROAD,NEWNAN,33.415836,-84.779836
720,COWETA,38017,7 MAIN STREET,MORELAND,33.285836,-84.769954
721,COWETA,38018,25 LAGRANGE STREET,NEWNAN,33.373004,-84.801067
722,COWETA,38019,720 COUNTRY CLUB RD,NEWNAN,33.423649,-84.79719
723,COWETA,38020,2285 WEST HIGHWAY 16,NEWNAN,33.434754,-84.869666
724,COWETA,38022,105 MAIN STREET,SHARPSBURG,33.338895,-84.649905
725,COWETA,38039,300 HOWARD ROAD,SENOIA,33.302759,-84.568183
726,COWETA,38014,1515 LOWER FAYETTEVILLE RD,NEWNAN,33.378316,-84.743944
727,COWETA,38025,3530 EAST HIGHWAY 34,SHARPSBURG,33.408491,-84.668222
728,COWETA,38041,47 TURIN ROAD,TURIN,33.323668,-84.633002
729,COWETA,38024,311 SMOKEY ROAD,NEWNAN,33.361798,-84.822271
730,COWETA,38029,1792 WELCOME ROAD,NEWNAN,33.38925,-84.890681
731,CRAWFORD,39006,365 COOL SPRINGS CH. RD,FORT VALLEY,32.615078,-83.938192
732,CRAWFORD,39014,93 S. MATHEWS ST,ROBERTA,32.717548,-84.0096
733,CRAWFORD,39003,640 GA HWY 128,ROBERTA,32.714528,-84.021095
734,CRAWFORD,39010,4967 SANDY POINT ROAD,LIZELLA,32.76787,-83.869196
735,CRAWFORD,39011,10042 GA HIGHWAY 42 S,FORT VALLEY,32.670176,-83.865435
736,CRAWFORD,39009,5430 US HWY 341 NORTH,MUSELLA,32.795048,-84.029218
737,CRISP,40001,848 CONEY ROAD NORTH,CORDELE,32.00323,-83.858134
738,CRISP,40002,3930 1ST AVE,ARABI,31.834931,-83.743284
739,CRISP,40003,110 W 13TH AVE,CORDELE,31.967217,-83.783643
740,CRISP,40004,118 CRISP ACADEMY DR,CORDELE,31.909519,-83.854757
741,CRISP,40006,3738 OLD PENIA RD,CORDELE,31.966298,-83.701173
742,DADE,41001,71 CASE AVE,TRENTON,34.872056,-85.510843
743,DADE,41003,000 SCHOOL ST,RISING FAWN,34.762525,-85.53635
744,DADE,41004,000 NEW HOME RD,TRENTON,34.956441,-85.533014
745,DADE,41005,12477 HWY 136,RISING FAWN,34.808681,-85.474484
746,DADE,41007,131 GRIFFIN RD,LOOKOUT MT,33.443686,-84.147097
747,DADE,41008,5491 HWY 301,TRENTON,34.886104,-85.548524
748,DADE,41006,63 WAWONA DR.,WILDWOOD,34.963929,-85.419008
749,DAWSON,42002,96 ACADEMY AVENUE,DAWSONVILLE,34.420207,-84.123038
750,DAWSON,42010,145 LIBERTY DRIVE,DAWSONVILLE,34.356376,-84.029472
751,DAWSON,42006,2142 HUBBARD ROAD,DAWSONVILLE,34.460501,-84.256178
752,DECATUR,43001,405 E. GRIFFIN AVE,ATTAPULGUS,30.749221,-84.483408
753,DECATUR,43027,179 CLIFTON STREET,BRINSON,30.979997,-84.735945
754,DECATUR,43005,402 W. LEE ST,CLIMAX,30.877913,-84.435445
755,DECATUR,43006,600 WHEAT AVE.,BAINBRIDGE,30.901429,-84.553605
756,DECATUR,43009,1211 VADA RD,BAINBRIDGE,30.915304,-84.558222
757,DECATUR,43010,2931 SPRING CREEK RD,BRINSON,30.866277,-84.713187
758,DECATUR,43032,115 DEESE RD,BAINBRIDGE,31.023801,-84.462024
759,DECATUR,43016,164 RIVER RD,BAINBRIDGE,30.770151,-84.729355
760,DECATUR,43018,507 MARTIN ST.,BAINBRIDGE,30.921371,-84.586395
761,DEKALB,44300,2443 MT VERNON ROAD,DUNWOODY,33.956685,-84.302163
762,DEKALB,44002,659 ALLGOOD ROAD,STONE MOUNTAIN,33.779735,-84.211874
763,DEKALB,44004,765 SOUTH HAIRSTON ROAD,STONE MOUNTAIN,33.776105,-84.193908
764,DEKALB,44327,2968 CRAVENRIDGE DRIVE NE,ATLANTA,33.821344,-84.382883
765,DEKALB,44327,2968 CRAVENRIDGE DRIVE NE,ATLANTA,33.821344,-84.382883
766,DEKALB,44009,999 BRIARCLIFF RD,ATLANTA,33.781684,-84.343037
767,DEKALB,44010,21 NORTH AVONDALE PLAZA,AVONDALE ESTATES,33.776438,-84.266723
768,DEKALB,44223,1192 CLARENDON AVE,AVONDALE ESTATES,33.760427,-84.267665
769,DEKALB,44043,3260 COVINGTON HIGHWAY,DECATUR,33.774438,-84.257001
770,DEKALB,44043,3260 COVINGTON HIGHWAY,DECATUR,33.774438,-84.257001
771,DEKALB,44443,"3132 CLIFTON CHURCH RD, SE",ATLANTA ,33.694607,-84.30386
772,DEKALB,44443,"3132 CLIFTON CHURCH RD, SE",ATLANTA ,33.694607,-84.30386
773,DEKALB,44212,2201 YOUNG ROAD,STONE MOUNTAIN,33.738658,-84.171733
774,DEKALB,44013,1989 AUSTIN DRIVE,DECATUR,33.731396,-84.237439
775,DEKALB,44014,5200 COVINGTON HIGHWAY,DECATUR,33.734754,-84.202359
776,DEKALB,44109,2340 CLIFTON SPRINGS RD,DECATUR,33.69798,-84.295409
777,DEKALB,44109,2340 CLIFTON SPRINGS RD,DECATUR,33.69798,-84.295409
778,DEKALB,44015,3800 MILES E FOWLER WAY,LITHONIA,33.680112,-84.174815
779,DEKALB,44016,3505 BORING ROAD,DECATUR,33.68967,-84.240872
780,DEKALB,44227,1131 BRIAR VISTA TER,ATLANTA,33.810327,-84.338536
781,DEKALB,44227,1131 BRIAR VISTA TER,ATLANTA,33.810327,-84.338536
782,DEKALB,44018,3039 BRIARCLIFF ROAD,ATLANTA,33.837257,-84.313026
783,DEKALB,44019,3715 LAVISTA ROAD,DECATUR,33.840259,-84.264551
784,DEKALB,44020,3590 LAVISTA ROAD,DECATUR,33.839286,-84.269325
785,DEKALB,44020,3590 LAVISTA ROAD,DECATUR,33.839286,-84.269325
786,DEKALB,44329,"2235 BRIARWOOD WAY, NE",ATLANTA,33.849178,-84.329885
787,DEKALB,44022,1855 BROCKETT ROAD,TUCKER,33.837371,-84.222561
788,DEKALB,44024,4863 BROWN'S MILL ROAD,LITHONIA,33.676995,-84.189321
789,DEKALB,44221,4150 GREEN HAWK TRAIL,DECATUR,33.722221,-84.220367
790,DEKALB,44028,2330 RIVER ROAD,ELLENWOOD,33.676114,-84.297134
791,DEKALB,44029,2300 WILDCAT ROAD,DECATUR,33.687681,-84.295798
792,DEKALB,44030,3430 BOULDERCREST ROAD,CONLEY,33.661047,-84.300494
793,DEKALB,44032,3540 BROAD STREET,CHAMBLEE,33.896008,-84.2993
794,DEKALB,44032,3540 BROAD STREET,CHAMBLEE,33.896008,-84.2993
795,DEKALB,44168,5265 MIMOSA DRIVE,STONE MOUNTAIN,33.805306,-84.173646
796,DEKALB,44168,5265 MIMOSA DRIVE,STONE MOUNTAIN,33.805306,-84.173646
797,DEKALB,44035,3536 RADCLIFF BOULEVARD,DECATUR,33.67923,-84.218459
798,DEKALB,44302,4576 NORTH PEACHTREE ROAD,DUNWOODY,33.927898,-84.295905
799,DEKALB,44037,1994 CLAIRMONT ROAD,DECATUR,33.813562,-84.30813
800,DEKALB,44436,3701 COLLEGE AVE,CLARKSTON,33.805724,-84.23843
801,DEKALB,44038,4007 CHURCH STREET,CLARKSTON,33.81171,-84.237314
802,DEKALB,44418,"1530 WOODBINE AVENUE, SE",ATLANTA,33.751679,-84.336401
803,DEKALB,44184,2067 COLUMBIA DRIVE,DECATUR,33.728948,-84.252682
804,DEKALB,44040,3230 COLUMBIA WOODS DR,DECATUR,33.719771,-84.258231
805,DEKALB,44041,3001 COLUMBIA DRIVE,DECATUR,33.697126,-84.254076
806,DEKALB,44303,5303 WINTERS CHAPEL ROAD,DORAVILLE,33.951781,-84.271018
807,DEKALB,44422,"1626 N DRUID HILLS RD, NE",ATLANTA,33.843872,-84.338094
808,DEKALB,44422,"1626 N DRUID HILLS RD, NE",ATLANTA,33.843872,-84.338094
809,DEKALB,44045,5587 REDAN ROAD,STONE MOUNTAIN,33.755807,-84.166557
810,DEKALB,44441,500 S COLUMBIA DRIVE,DECATUR,33.766857,-84.280972
811,DEKALB,44440,231 SYCAMORE ST,DECATUR,33.774077,-84.293194
812,DEKALB,44440,231 SYCAMORE ST,DECATUR,33.774077,-84.293194
813,DEKALB,44318,3725 PARK AVE,DORAVILLE,33.900938,-84.278294
814,DEKALB,44318,3725 PARK AVE,DORAVILLE,33.900938,-84.278294
815,DEKALB,44047,2449 DRESDEN DRIVE,CHAMBLEE,33.869251,-84.2921
816,DEKALB,44383,1798 HAYGOOD DRIVE NE,ATLANTA,33.794453,-84.31877
817,DEKALB,44049,651 S INDIAN CREEK DRIVE,STONE MOUNTAIN,33.779645,-84.229421
818,DEKALB,44314,5035 VERMACK ROAD,DUNWOODY,33.945757,-84.312997
819,DEKALB,44304,5339 CHAMBLEE DUNWOODY ROAD,DUNWOODY,33.944738,-84.332099
820,DEKALB,44052,919 MARTIN ROAD,STONE MOUNTAIN,33.769246,-84.179134
821,DEKALB,44048,"1886 NORTH DECATUR RD, NE",ATLANTA,33.792846,-84.314543
822,DEKALB,44056,2914 EVANS WOODS DRIVE,DORAVILLE,33.873369,-84.24088
823,DEKALB,44056,2914 EVANS WOODS DRIVE,DORAVILLE,33.873369,-84.24088
824,DEKALB,44435,303 4TH AVE,DECATUR,33.753239,-84.306991
825,DEKALB,44057,6133 REDAN ROAD,LITHONIA,33.74702,-84.146714
826,DEKALB,44058,5505 PHILLIP BRADLEY DR,LITHONIA,33.695711,-84.164467
827,DEKALB,44059,157 HEATON PARK DRIVE,ATLANTA,33.77853,-84.316691
828,DEKALB,44062,601 W PONCE DE LEON AVE,DECATUR,33.77545,-84.305019
829,DEKALB,44063,542 MORELAND AVE SE,ATLANTA,33.739641,-84.348632
830,DEKALB,44231,4649 GLENWOOD ROAD,DECATUR,33.736596,-84.228244
831,DEKALB,44065,1074 SOUTH INDIAN CREEK DRIVE,STONE MOUNTAIN,33.766378,-84.223441
832,DEKALB,44066,4540 FLAKES MILL ROAD,ELLENWOOD,33.654549,-84.230504
833,DEKALB,44215,4603 EVANS MILL RD,LITHONIA,33.65894,-84.160057
834,DEKALB,44067,3226 FLAT SHOALS ROAD,DECATUR,33.706338,-84.283757
835,DEKALB,44068,4022 FLAT SHOALS PARKWAY,DECATUR,33.691432,-84.258333
836,DEKALB,44071,505 SOUTH HAIRSTON ROAD,STONE MOUNTAIN,33.782258,-84.196326
837,DEKALB,44141,3434 PLEASANTDALE RD,DORAVILLE,33.888278,-84.227288
838,DEKALB,44074,1879 GLENWOOD AVE,ATLANTA,33.739169,-84.325641
839,DEKALB,44074,1879 GLENWOOD AVE,ATLANTA,33.739169,-84.325641
840,DEKALB,44072,4650 FLAT SHOALS PKWY,DECATUR,33.685552,-84.232522
841,DEKALB,44076,1101 HAMBRICK ROAD,STONE MOUNTAIN,33.809533,-84.204564
842,DEKALB,44424,"2535 CALADIUM DRIVE, NE",ATLANTA,33.860037,-84.27404
843,DEKALB,44079,2408 HENDERSON MILL RD,ATLANTA,33.856352,-84.258619
844,DEKALB,44079,2408 HENDERSON MILL RD,ATLANTA,33.856352,-84.258619
845,DEKALB,44082,1879 COLUMBIA DRIVE,DECATUR,33.735715,-84.253338
846,DEKALB,44086,"480 CLIFTON ST, SE",ATLANTA,33.742066,-84.331607
847,DEKALB,44305,2112 SEAMAN CIRCLE,CHAMBLEE,33.911559,-84.303002
848,DEKALB,44088,1484 IDLEWOOD ROAD,TUCKER,33.827852,-84.222458
849,DEKALB,44089,3901 ROCKBRIDGE RD,STONE MOUNTAIN ,33.786144,-84.232841
850,DEKALB,44110,2418 WOOD TRAIL LANE,DECATUR,33.802504,-84.29013
851,DEKALB,44110,2418 WOOD TRAIL LANE,DECATUR,33.802504,-84.29013
852,DEKALB,44110,2418 WOOD TRAIL LANE,DECATUR,33.802504,-84.29013
853,DEKALB,44090,2059 LAVISTA ROAD,ATLANTA,33.81466,-84.317993
854,DEKALB,44091,2071 HOSEA L WILLIAMS DR SE,ATLANTA,33.750721,-84.320735
855,DEKALB,44442,2630 SKYLAND DR,ATLANTA ,33.863214,-84.3152
856,DEKALB,44092,1070 OTELLO AVENUE,CLARKSTON,33.809857,-84.225906
857,DEKALB,44093,3411 KELLEY CHAPEL ROAD,DECATUR,33.684117,-84.215106
858,DEKALB,44094,2590 KELLEY LAKE ROAD,DECATUR,33.715889,-84.283886
859,DEKALB,44306,2051 BRENDON DRIVE,DUNWOODY,33.948195,-84.297146
860,DEKALB,44307,4896 N PEACHTREE RD,DUNWOODY,33.938892,-84.295596
861,DEKALB,44307,4896 N PEACHTREE RD,DUNWOODY,33.938892,-84.295596
862,DEKALB,44372,"1663 E NANCY CREEK DRIVE, NE",ATLANTA,33.915084,-84.324821
863,DEKALB,44099,"3801 BRIARCLIFF ROAD, NE",ATLANTA,33.845415,-84.286068
864,DEKALB,44100,3142 LAWRENCEVILLE HWY,TUCKER,33.833379,-84.244868
865,DEKALB,44100,3142 LAWRENCEVILLE HWY,TUCKER,33.833379,-84.244868
866,DEKALB,44006,6920 MAIN STREET,LITHONIA,33.710787,-84.108264
867,DEKALB,44102,2440 PHILLIPS ROAD,LITHONIA,33.724697,-84.129115
868,DEKALB,44195,4137 LIVSEY ROAD,TUCKER,33.868385,-84.21871
869,DEKALB,44104,5776 MARBUT ROAD,LITHONIA,33.730595,-84.152835
870,DEKALB,44105,1634 KNOB HILL DR NE,ATLANTA,33.829102,-84.319616
871,DEKALB,44429,586 CANDLER PARK DR  A,ATLANTA,33.769597,-84.340222
872,DEKALB,44112,3836 MIDVALE ROAD,TUCKER,33.857205,-84.234618
873,DEKALB,44218,2645 DEKALB MEDICAL PARKWAY,LITHONIA,33.709367,-84.14976
874,DEKALB,44218,2645 DEKALB MEDICAL PARKWAY,LITHONIA,33.709367,-84.14976
875,DEKALB,44114,2215 MILLER ROAD,DECATUR,33.723821,-84.183541
876,DEKALB,44333,"1680 CLAIRMONT PLACE, NE",ATLANTA,33.847314,-84.320113
877,DEKALB,44374,3995 ASHFORD DUNWOODY RD,ATLANTA,33.909981,-84.332296
878,DEKALB,44374,3995 ASHFORD DUNWOODY RD,ATLANTA,33.909981,-84.332296
879,DEKALB,44118,6015 OLD STONE MOUNTAIN ROAD,STONE MOUNTAIN,33.828032,-84.141612
880,DEKALB,44119,1983 BROCKETT ROAD,TUCKER,33.841753,-84.220837
881,DEKALB,44120,6775 SOUTH GODDARD ROAD,LITHONIA,33.65106,-84.127355
882,DEKALB,44122,3981 MCGILL DRIVE,DECATUR,33.666781,-84.226553
883,DEKALB,44433,1561 MCLENDON AVENUE NE,ATLANTA,33.764604,-84.336636
884,DEKALB,44433,1561 MCLENDON AVENUE NE,ATLANTA,33.764604,-84.336636
885,DEKALB,44108,923 VALLEY BROOK ROAD,DECATUR,33.805866,-84.267377
886,DEKALB,44123,8350 ROCKBRIDGE ROAD,LITHONIA,33.775468,-84.06529
887,DEKALB,44124,6400 WOODROW ROAD,LITHONIA,33.69895,-84.136447
888,DEKALB,44126,3592 FLAT SHOALS ROAD,DECATUR,33.703401,-84.269366
889,DEKALB,44310,5676 ROBERTS DRIVE,DUNWOODY,33.967469,-84.34012
890,DEKALB,44311,4805 TILLY MILL RD,DORAVILLE,33.936319,-84.286401
891,DEKALB,44131,1857 OAK GROVE ROAD,ATLANTA,33.83645,-84.288985
892,DEKALB,44209,3574 OAKVALE RD,DECATUR,33.679983,-84.268953
893,DEKALB,44132,3150 WILLOW OAK WAY,DORAVILLE,33.903653,-84.259276
894,DEKALB,44133,222 EAST LAKE DR,DECATUR,33.763105,-84.310815
895,DEKALB,44135,3261 PANOLA ROAD,LITHONIA,33.691194,-84.176101
896,DEKALB,44136,2170 PANOLA WAY COURT,LITHONIA,33.728731,-84.169325
897,DEKALB,44229,4000 COVINGTON HWY,DECATUR,33.756898,-84.235458
898,DEKALB,44412,1530 JOY LANE,DECATUR,33.747637,-84.246275
899,DEKALB,44412,1530 JOY LANE,DECATUR,33.747637,-84.246275
900,DEKALB,44312,4664 N PEACHTREE ROAD,DUNWOODY,33.930974,-84.296984
901,DEKALB,44312,4664 N PEACHTREE ROAD,DUNWOODY,33.930974,-84.296984
902,DEKALB,44216,1321 SOUTH DESHON RD,LITHONIA,33.761441,-84.114734
903,DEKALB,44142,2801 KELLEY CHAPEL ROAD,DECATUR,33.704762,-84.225149
904,DEKALB,44143,2778 SNAPFINGER ROAD,DECATUR,33.701441,-84.208251
905,DEKALB,44144,1914 S STONE MOUNTAIN-LIT RD,LITHONIA,33.745396,-84.135693
906,DEKALB,44145,1775 YOUNG ROAD,LITHONIA,33.741248,-84.157577
907,DEKALB,44146,1569 WELLBORN ROAD,LITHONIA,33.745676,-84.142249
908,DEKALB,44061,5234 LAVISTA RD,TUCKER,33.857296,-84.208565
909,DEKALB,44148,220 WEST COLLEGE AVENUE,DECATUR,33.76808,-84.299038
910,DEKALB,44077,385 GLENDALE ROAD,SCOTTDALE,33.786081,-84.254888
911,DEKALB,44149,1130 ROCK CHAPEL ROAD,LITHONIA,33.759779,-84.080034
912,DEKALB,44149,1130 ROCK CHAPEL ROAD,LITHONIA,33.759779,-84.080034
913,DEKALB,44150,5135 MEMORIAL DRIVE,STONE MOUNTAIN,33.79479,-84.225337
914,DEKALB,44427,445 HALWICK WAY,STONE MOUNTAIN ,33.788567,-84.197807
915,DEKALB,44202,2162 SECOND AVE,DECATUR,33.727232,-84.306801
916,DEKALB,44202,2162 SECOND AVE,DECATUR,33.727232,-84.306801
917,DEKALB,44222,"1804 BOULDERCREST RD,SE",ATLANTA,33.704889,-84.326848
918,DEKALB,44152,1317 S INDIAN CREEK DR,STONE MOUNTAIN,33.757665,-84.22272
919,DEKALB,44153,1865 ALDERBROOK RD NE,ATLANTA,33.832587,-84.304497
920,DEKALB,44325,"240 CANDLER RD, SE-GYMNASIUM A",ATLANTA,33.745453,-84.290068
921,DEKALB,44419,"240 CANDLER RD, SE GYMNASIUM B",ATLANTA ,33.745453,-84.290068
922,DEKALB,44155,5333 SALEM ROAD,LITHONIA,33.676957,-84.172109
923,DEKALB,44156,1040 KINGWAY DRIVE,LITHONIA,33.763905,-84.144696
924,DEKALB,44159,5901 HUGH HOWELL RD,STONE MOUNTAIN,33.830212,-84.157875
925,DEKALB,44160,1365 SNAPFINGER ROAD,DECATUR,33.731876,-84.246505
926,DEKALB,44434,4065 SNAPFINGER RD,LITHONIA,33.662778,-84.193724
927,DEKALB,44378,3110 ASHFORD DUNWOODY RD,ATLANTA,33.88009,-84.329083
928,DEKALB,44164,1704 S STONE MTN-LITHONIA ROAD,LITHONIA,33.747722,-84.145161
929,DEKALB,44217,"1790 LAVISTA RD.,NE",ATLANTA,33.816891,-84.328314
930,DEKALB,44165,701 STEPHENSON ROAD,STONE MOUNTAIN,33.773417,-84.124627
931,DEKALB,44166,922 STEPHENSON ROAD,STONE MOUNTAIN,33.77417,-84.116043
932,DEKALB,44167,4900 SHEILA LANE,STONE MOUNTAIN,33.815385,-84.189651
933,DEKALB,44210,6720 JAMES B RIVERS DR,STONE MOUNTAIN,33.81322,-84.167156
934,DEKALB,44211,4301 SARR PARKWAY,STONE MOUNTAIN,33.832881,-84.212056
935,DEKALB,44417,3123 KLONDIKE ROAD,LITHONIA,33.694316,-84.109761
936,DEKALB,44169,2629 HUBER STREET,LITHONIA,33.707539,-84.119753
937,DEKALB,44170,4228 GLENHAVEN DRIVE,DECATUR,33.744397,-84.217374
938,DEKALB,44171,724 ROCK CHAPEL ROAD,LITHONIA,33.769958,-84.073944
939,DEKALB,44301,5067 CHAMBLEE DUNWOODY ROAD,DUNWOODY,33.937706,-84.325006
940,DEKALB,44103,735 SYCAMORE DRIVE,DECATUR,33.783075,-84.282263
941,DEKALB,44175,300 CLUB HOUSE DR,PINE LAKE,33.786588,-84.206538
942,DEKALB,44177,2701 OAKLAND TERRACE,DECATUR,33.727279,-84.27828
943,DEKALB,44147,2397 FOURTH ST,TUCKER,33.855337,-84.212726
944,DEKALB,44376,"1375 FERNWOOD CIRCLE, NE",ATLANTA,33.85958,-84.334713
945,DEKALB,44157,1198 N VALLEY BROOK ROAD,DECATUR,33.813456,-84.267078
946,DEKALB,44157,1198 N VALLEY BROOK ROAD,DECATUR,33.813456,-84.267078
947,DEKALB,44183,1170 NORTH HAIRSTON ROAD,STONE MOUNTAIN,33.813322,-84.194565
948,DEKALB,44098,3039 SANTA MONICA DRIVE,DECATUR,33.743847,-84.26552
949,DEKALB,44185,3075 ALTON ROAD,CHAMBLEE,33.879859,-84.263027
950,DEKALB,44188,5171 REDAN ROAD,STONE MOUNTAIN,33.758802,-84.180809
951,DEKALB,44187,2861 WESLEY CHAPEL ROAD,DECATUR,33.704367,-84.221175
952,DEKALB,44193,4120 CEDAR RIDGE TRAIL,STONE MOUNTAIN,33.742274,-84.200821
953,DEKALB,44203,440 WICKSBURY WAY,STONE MOUNTAIN,33.788374,-84.111004
954,DODGE,45002,4980 HWY 341,CHANUCEY,32.103691,-83.061205
955,DODGE,45003,104 CHESTER AVE N,CHESTER,32.394667,-83.153507
956,DODGE,45004,27 JOINER CREEK RD,HELENA,32.157989,-82.936359
957,DODGE,45008,3181 ANTIOCH CHURCH RD,EASTMAN,32.267105,-83.311076
958,DODGE,45009,28 RAILROAD AVENUE,COCHRAN,32.340678,-83.298045
959,DODGE,45010,70 JAYBIRD SPRINGS RD,CHAUNCEY,32.109364,-83.026296
960,DODGE,45011,1112 NEW UNION CHURCH RD,EASTMAN,32.21348,-83.082302
961,DODGE,45012,2378 CHAUNCEY-RHINE HIGHWAY,EASTMAN,32.057283,-83.131889
962,DODGE,45013,32 SEABORN ST,MILAN,0,0
963,DODGE,45014,7 JIM ROSS RD,EASTMAN,32.097899,-83.248763
964,DODGE,45015,6 FIREHOUSE RD,EASTMAN,32.287216,-83.113432
965,DODGE,45016,1309 BELL LINE ROAD,EASTMAN,32.285493,-83.210959
966,DODGE,45017,252 2ND ST,RHINE,31.989293,-83.210227
967,DODGE,45005,1670 COLLEGE ST,EASTMAN,32.17619,-83.162068
968,DODGE,45018,4212 RHINE HIGHWAY,EASTMAN,32.079497,-83.178043
969,DODGE,45019,2132 EMPIRE-CHESTER HIGHWAY,COCHRAN,32.352411,-83.234696
970,DOOLY,46002,526 CENTRAL AVENUE,BYROMVILLE,32.202355,-83.907052
971,DOOLY,46006,220 HIGHWAY 90,LILLY,32.146562,-83.877883
972,DOOLY,46015,285 FULLINGTON AVENUE,PINEHURST,32.194828,-83.761178
973,DOOLY,46009,563 W RAILROAD ST,UNADILLA,32.263111,-83.735365
974,DOOLY,46016,402 HAWKINSVILLE ROAD,VIENNA,32.09606,-83.779915
975,DOUGHERTY,47074,1700 CORDELL AVE,ALBANY,31.591533,-84.109438
976,DOUGHERTY,47017,1425 W OAKRIDGE DRIVE,ALBANY,31.550881,-84.191736
977,DOUGHERTY,47016,1028 MCKINLEY ST,ALBANY,31.590449,-84.16572
978,DOUGHERTY,47019,505 BYRON PLANTATION RD,ALBANY,31.602923,-84.277137
979,DOUGHERTY,47009,2126 W EDGEWATER DR,ALBANY,31.600892,-84.202928
980,DOUGHERTY,47068,2400 GILLIONVILLE ROAD,ALBANY,31.580325,-84.213707
981,DOUGHERTY,47002,416 N WESTOVER BLVD,ALBANY,31.603127,-84.219906
982,DOUGHERTY,47003,3404 GILLIONVILLE ROAD,ALBANY,31.585061,-84.238508
983,DOUGHERTY,47004,2234 CUTTS AVE,ALBANY,31.554043,-84.099945
984,DOUGHERTY,47023,1305 E 2ND AVE,ALBANY,31.586952,-84.121483
985,DOUGHERTY,47005,1215 LILY POND RD,ALBANY,31.514781,-84.169042
986,DOUGHERTY,47007,1129 WHITNEY AVE,ALBANY,31.572794,-84.178717
987,DOUGHERTY,47032,302 VICK ST,ALBANY,31.551249,-84.131916
988,DOUGHERTY,47014,1601 FLORENCE DR,ALBANY,31.587208,-84.18838
989,DOUGHERTY,47020,120 SUNSET LN,ALBANY,31.551408,-84.133011
990,DOUGHERTY,47024,1905 M L KING JR DR,ALBANY,31.554546,-84.155947
991,DOUGHERTY,47018,1600 PALMYRA RD,ALBANY,31.599013,-84.164841
992,DOUGHERTY,47022,2410 SYLVESTER RD,ALBANY,31.573679,-84.092358
993,DOUGHERTY,47006,311 W 3RD AVE,ALBANY,31.590651,-84.154998
994,DOUGHERTY,47021,499 PINE BLUFF RD,ALBANY,31.586442,-84.07355
995,DOUGHERTY,47013,1125 ANTIOCH RD,ALBANY,31.475543,-84.127223
996,DOUGHERTY,47026,2600 RADIUM SPRINGS RD,ALBANY,31.518351,-84.12778
997,DOUGHERTY,47028,1010 OLD PETORIA RD,ALBANY,31.522264,-84.227829
998,DOUGHERTY,47025,2200 BARNESDALE WY,ALBANY,31.607198,-84.199868
999,DOUGHERTY,47052,325 WHITNEY AVE,ALBANY,31.572579,-84.15557
1000,DOUGHERTY,47072,2001 LEONARD AVE,ALBANY,31.577593,-84.099992
1001,DOUGHERTY,47027,2600 PARTRIDGE DR,ALBANY,31.590022,-84.217977
1002,DOUGHERTY,47010,1113 UNIVERSITY AVE,ALBANY,31.562427,-84.20366
1003,DOUGLAS,48035,6903 JAMES D. SIMPSON AVE,DOUGLASVILLE,33.7574,-84.756023
